Fold,F1,Recall,Precision,Accuracy,AUC-ROC
10,0.8144046220133176,0.7142857142857143,0.813953488372093,0.8166666666666667,0.868352974992814
11,0.7731345973614014,0.6862745098039216,0.7608695652173914,0.775,0.8036373969877807
12,0.7870805719395656,0.68,0.7906976744186046,0.7899159663865546,0.8733333333333333
13,0.8319327731092437,0.7959183673469388,0.7959183673469388,0.8319327731092437,0.8924198250728862
14,0.8086890304410407,0.8260869565217391,0.7169811320754716,0.8067226890756303,0.8993448481238833
0,0.7979166666666667,0.7058823529411765,0.8,0.8,0.8954248366013071
1,0.7646666666666666,0.6792452830188679,0.7659574468085106,0.7666666666666667,0.8366657279639539
2,0.8382476600843084,0.7407407407407407,0.8888888888888888,0.8403361344537815,0.913960113960114
3,0.8051001512147804,0.6976744186046512,0.75,0.8067226890756303,0.8494492044063648
4,0.8181804895871391,0.8863636363636364,0.6964285714285714,0.8151260504201681,0.9024242424242425
5,0.8058983666061706,0.7058823529411765,0.8181818181818182,0.8083333333333333,0.8934356351236146
6,0.81385336743393,0.7017543859649122,0.8888888888888888,0.8166666666666667,0.8908382066276803
7,0.8422807350846252,0.8292682926829268,0.7391304347826086,0.8403361344537815,0.8852407754846778
8,0.8155240282105954,0.803921568627451,0.7735849056603774,0.8151260504201681,0.8886966551326413
9,0.7647058823529411,0.6888888888888889,0.6888888888888889,0.7647058823529411,0.8555555555555556
10,0.8232718894009217,0.7346938775510204,0.8181818181818182,0.825,0.8735268755389479
11,0.7721415607985481,0.6666666666666666,0.7727272727272727,0.775,0.8087524865018471
12,0.8138783682487081,0.74,0.8043478260869565,0.8151260504201681,0.8762318840579709
13,0.8482290803645403,0.7959183673469388,0.8297872340425532,0.8487394957983193,0.9172011661807581
14,0.8419605034078161,0.8695652173913043,0.7547169811320755,0.8403361344537815,0.9169148302561049
0,0.8147569444444446,0.7254901960784313,0.8222222222222222,0.8166666666666667,0.9036658141517476
1,0.7637156270959089,0.660377358490566,0.7777777777777778,0.7666666666666667,0.8366657279639539
2,0.8212210979879198,0.7222222222222222,0.8666666666666667,0.8235294117647058,0.9116809116809117
3,0.7712045253390901,0.6511627906976745,0.7,0.773109243697479,0.8518971848225214
4,0.8263506841585555,0.8863636363636364,0.7090909090909091,0.8235294117647058,0.9042424242424242
5,0.8155073296924403,0.7450980392156863,0.8085106382978723,0.8166666666666667,0.8908780903665815
6,0.797737556561086,0.7017543859649122,0.851063829787234,0.8,0.8808131439710387
7,0.850266912150417,0.8292682926829268,0.7555555555555555,0.8487394957983193,0.8855534709193246
8,0.8073039742212673,0.803921568627451,0.7592592592592593,0.8067226890756303,0.8979238754325259
9,0.7568126151559526,0.6888888888888889,0.6739130434782609,0.7563025210084033,0.8561561561561561
10,0.8232718894009217,0.7346938775510204,0.8181818181818182,0.825,0.872664558781259
11,0.7810763888888889,0.6862745098039216,0.7777777777777778,0.7833333333333333,0.8121625461778914
12,0.8050154180185141,0.72,0.8,0.8067226890756303,0.8692753623188406
13,0.839489921842863,0.7755102040816326,0.8260869565217391,0.8403361344537815,0.9058309037900876
14,0.7996804355545035,0.782608695652174,0.72,0.7983193277310925,0.9070875521143538
0,0.8155073296924403,0.7450980392156863,0.8085106382978723,0.8166666666666667,0.9096334185848253
1,0.7557883802564653,0.660377358490566,0.7608695652173914,0.7583333333333333,0.8442692199380457
2,0.830081597856534,0.7407407407407407,0.8695652173913043,0.8319327731092437,0.913960113960114
3,0.8141256502601041,0.7209302325581395,0.7560975609756098,0.8151260504201681,0.8500611995104039
4,0.8263506841585555,0.8863636363636364,0.7090909090909091,0.8235294117647058,0.8975757575757576
5,0.8067442866411938,0.7254901960784313,0.8043478260869565,0.8083333333333333,0.8854788292128446
6,0.81385336743393,0.7017543859649122,0.8888888888888888,0.8166666666666667,0.8908382066276803
7,0.8749382105783491,0.8536585365853658,0.7954545454545454,0.8739495798319328,0.8911819887429644
8,0.8322945711005413,0.8235294117647058,0.7924528301886793,0.8319327731092437,0.8927335640138409
9,0.7823909790241289,0.7333333333333333,0.7021276595744681,0.7815126050420168,0.8612612612612613
10,0.8240471869328494,0.7551020408163265,0.8043478260869565,0.825,0.8847369933889048
11,0.7731345973614014,0.6862745098039216,0.7608695652173914,0.775,0.8158567774936061
12,0.7960843912032898,0.7,0.7954545454545454,0.7983193277310925,0.8707246376811595
13,0.831365644849489,0.7755102040816326,0.8085106382978723,0.8319327731092437,0.9134110787172012
14,0.8163737325916283,0.8043478260869565,0.74,0.8151260504201681,0.9130434782608695
0,0.8074683000214915,0.7450980392156863,0.7916666666666666,0.8083333333333333,0.8857630008525149
1,0.7468381718884737,0.6415094339622641,0.7555555555555555,0.75,0.8315967333145592
2,0.830081597856534,0.7407407407407407,0.8695652173913043,0.8319327731092437,0.9148148148148147
3,0.8062173889163508,0.7209302325581395,0.7380952380952381,0.8067226890756303,0.8528151774785802
4,0.826084151581229,0.8636363636363636,0.7169811320754716,0.8235294117647058,0.8945454545454545
5,0.7979166666666667,0.7058823529411765,0.8,0.8,0.8758169934640524
6,0.797737556561086,0.7017543859649122,0.851063829787234,0.8,0.8707880813143971
7,0.850266912150417,0.8292682926829268,0.7555555555555555,0.8487394957983193,0.8777360850531583
8,0.8155240282105954,0.803921568627451,0.7735849056603774,0.8151260504201681,0.8846597462514418
9,0.7903557027206488,0.7333333333333333,0.717391304347826,0.7899159663865546,0.8597597597597597
10,0.7964444444444444,0.673469387755102,0.8048780487804879,0.8,0.8686404139120437
11,0.7810763888888889,0.6862745098039216,0.7777777777777778,0.7833333333333333,0.8010798522307473
12,0.7889021807450771,0.72,0.7659574468085106,0.7899159663865546,0.8631884057971014
13,0.8400793087579406,0.7959183673469388,0.8125,0.8403361344537815,0.9049562682215744
14,0.8249487116627743,0.8260869565217391,0.7450980392156863,0.8235294117647058,0.910958904109589
0,0.8308073447974351,0.7254901960784313,0.8604651162790697,0.8333333333333334,0.9005399261153737
1,0.7726305609284333,0.6792452830188679,0.782608695652174,0.775,0.8420163334272036
2,0.8476272862086012,0.7777777777777778,0.875,0.8487394957983193,0.9259259259259259
3,0.7959859365885191,0.6744186046511628,0.7435897435897436,0.7983193277310925,0.8583231334149326
4,0.834505230663694,0.8863636363636364,0.7222222222222222,0.8319327731092437,0.9
5,0.8315972222222222,0.7450980392156863,0.8444444444444444,0.8333333333333334,0.895993179880648
6,0.7880012821426028,0.6666666666666666,0.8636363636363636,0.7916666666666666,0.8983570036201616
7,0.8991596638655462,0.8536585365853658,0.8536585365853658,0.8991596638655462,0.8946216385240775
8,0.8408163265306122,0.8431372549019608,0.7962962962962963,0.8403361344537815,0.8979238754325259
9,0.7714512157911806,0.6666666666666666,0.7142857142857143,0.773109243697479,0.8702702702702703
10,0.856934386657889,0.7755102040816326,0.8636363636363636,0.8583333333333333,0.8815751652773786
11,0.7810763888888889,0.6862745098039216,0.7777777777777778,0.7833333333333333,0.8272236430804205
12,0.8211476804292351,0.72,0.8372093023255814,0.8235294117647058,0.887536231884058
13,0.856913065730789,0.8163265306122449,0.8333333333333334,0.8571428571428571,0.9314868804664723
14,0.8171623431981488,0.8478260869565217,0.7222222222222222,0.8151260504201681,0.9142346634901728
0,0.8147569444444446,0.7254901960784313,0.8222222222222222,0.8166666666666667,0.8940039784029554
1,0.7646666666666666,0.6792452830188679,0.7659574468085106,0.7666666666666667,0.8358208955223881
2,0.8219224670427541,0.7407407407407407,0.851063829787234,0.8235294117647058,0.9105413105413105
3,0.7983193277310925,0.7209302325581395,0.7209302325581395,0.7983193277310925,0.8518971848225214
4,0.834505230663694,0.8863636363636364,0.7222222222222222,0.8319327731092437,0.8939393939393939
5,0.8235491312810901,0.7450980392156863,0.8260869565217391,0.825,0.890593918726911
6,0.7880012821426028,0.6666666666666666,0.8636363636363636,0.7916666666666666,0.8808131439710387
7,0.8662737822401688,0.8292682926829268,0.7906976744186046,0.865546218487395,0.8774233896185116
8,0.8240601503759397,0.8235294117647058,0.7777777777777778,0.8235294117647058,0.889273356401384
9,0.7903557027206488,0.7333333333333333,0.717391304347826,0.7899159663865546,0.8675675675675675
10,0.8327546296296297,0.7755102040816326,0.8085106382978723,0.8333333333333334,0.8838746766312158
11,0.7552631578947369,0.6470588235294118,0.75,0.7583333333333333,0.8186984938903097
12,0.8121530923268653,0.7,0.8333333333333334,0.8151260504201681,0.8814492753623188
13,0.8482290803645403,0.7959183673469388,0.8297872340425532,0.8487394957983193,0.9008746355685132
14,0.8007909045971329,0.8478260869565217,0.6964285714285714,0.7983193277310925,0.913936867182847
0,0.8049264867237217,0.6862745098039216,0.8333333333333334,0.8083333333333333,0.8985507246376812
1,0.7734774556592349,0.6981132075471698,0.7708333333333334,0.775,0.8484933821458744
2,0.830081597856534,0.7407407407407407,0.8695652173913043,0.8319327731092437,0.9182336182336182
3,0.828821401978513,0.6976744186046512,0.8108108108108109,0.8319327731092437,0.8589351285189719
4,0.826084151581229,0.8636363636363636,0.7169811320754716,0.8235294117647058,0.9021212121212121
5,0.8403539759209863,0.7647058823529411,0.8478260869565217,0.8416666666666667,0.887468030690537
6,0.8049611795711945,0.6842105263157895,0.8863636363636364,0.8083333333333333,0.8952937900306321
7,0.891061998060009,0.8536585365853658,0.8333333333333334,0.8907563025210085,0.8952470293933708
8,0.8322945711005413,0.8235294117647058,0.7924528301886793,0.8319327731092437,0.9039792387543253
9,0.7973720397249808,0.7111111111111111,0.7441860465116279,0.7983193277310925,0.8681681681681682
10,0.8401031380294053,0.7551020408163265,0.8409090909090909,0.8416666666666667,0.8881862604196608
11,0.7731345973614014,0.6862745098039216,0.7608695652173914,0.775,0.8312020460358055
12,0.7969582199076813,0.72,0.782608695652174,0.7983193277310925,0.8794202898550725
13,0.839489921842863,0.7755102040816326,0.8260869565217391,0.8403361344537815,0.9268221574344024
14,0.8339924204976108,0.8913043478260869,0.7321428571428571,0.8319327731092437,0.9207861822513401
0,0.8242101869761443,0.7647058823529411,0.8125,0.825,0.9016766126740551
1,0.7547268882320428,0.6415094339622641,0.7727272727272727,0.7583333333333333,0.8420163334272036
2,0.830081597856534,0.7407407407407407,0.8695652173913043,0.8319327731092437,0.9213675213675213
3,0.7972279821019316,0.6976744186046512,0.7317073170731707,0.7983193277310925,0.8592411260709913
4,0.834505230663694,0.8863636363636364,0.7222222222222222,0.8319327731092437,0.9012121212121212
5,0.7979166666666667,0.7058823529411765,0.8,0.8,0.887468030690537
6,0.7800085251491902,0.6666666666666666,0.8444444444444444,0.7833333333333333,0.8822055137844611
7,0.8829895594601477,0.8536585365853658,0.813953488372093,0.8823529411764706,0.8855534709193247
8,0.8240601503759397,0.8235294117647058,0.7777777777777778,0.8235294117647058,0.887831603229527
9,0.7815126050420168,0.7111111111111111,0.7111111111111111,0.7815126050420168,0.8660660660660661
10,0.824709826256218,0.7755102040816326,0.7916666666666666,0.825,0.8818626041966082
11,0.7810763888888889,0.6862745098039216,0.7777777777777778,0.7833333333333333,0.8113100312588805
12,0.8211476804292351,0.72,0.8372093023255814,0.8235294117647058,0.876231884057971
13,0.8400793087579406,0.7959183673469388,0.8125,0.8403361344537815,0.9043731778425655
14,0.8337839483619536,0.8695652173913043,0.7407407407407407,0.8319327731092437,0.913936867182847
0,0.7979166666666667,0.7058823529411765,0.8,0.8,0.887468030690537
1,0.7626157407407407,0.6415094339622641,0.7906976744186046,0.7666666666666667,0.8276541819205858
2,0.8388822320863012,0.7592592592592593,0.8723404255319149,0.8403361344537815,0.9028490028490028
3,0.8062173889163508,0.7209302325581395,0.7380952380952381,0.8067226890756303,0.8512851897184823
4,0.8263506841585555,0.8863636363636364,0.7090909090909091,0.8235294117647058,0.8972727272727273
5,0.8235491312810901,0.7450980392156863,0.8260869565217391,0.825,0.8863313441318557
6,0.81385336743393,0.7017543859649122,0.8888888888888888,0.8166666666666667,0.8702311333890281
7,0.8263239840842452,0.8292682926829268,0.7083333333333334,0.8235294117647058,0.875234521575985
8,0.7983193277310925,0.7647058823529411,0.7647058823529411,0.7983193277310925,0.868800461361015
9,0.783126725867652,0.7555555555555555,0.6938775510204082,0.7815126050420168,0.857057057057057
10,0.7806600078339209,0.673469387755102,0.7674418604651163,0.7833333333333333,0.8631790744466802
11,0.7563297527215054,0.6666666666666666,0.7391304347826086,0.7583333333333333,0.7971014492753623
12,0.7960843912032898,0.7,0.7954545454545454,0.7983193277310925,0.8721739130434782
13,0.8151260504201681,0.7755102040816326,0.7755102040816326,0.8151260504201681,0.9014577259475218
14,0.8249487116627743,0.8260869565217391,0.7450980392156863,0.8235294117647058,0.901131625967838
0,0.7979166666666667,0.7058823529411765,0.8,0.8,0.8917306052855924
1,0.7547268882320428,0.6415094339622641,0.7727272727272727,0.7583333333333333,0.8279357927344411
2,0.830081597856534,0.7407407407407407,0.8695652173913043,0.8319327731092437,0.909116809116809
3,0.8230680507497117,0.7441860465116279,0.7619047619047619,0.8235294117647058,0.8561811505507957
4,0.8179557537300636,0.8636363636363636,0.7037037037037037,0.8151260504201681,0.896060606060606
5,0.7979166666666667,0.7058823529411765,0.8,0.8,0.8877522023302075
6,0.8049611795711945,0.6842105263157895,0.8863636363636364,0.8083333333333333,0.8774714564188247
